{{111.89 28.66} {112.036874 28.502499}} 070000 41 <nil>
{{112.036874 28.66} {112.110311 28.581249}} 070000 10 <nil>
{{112.110311 28.66} {112.183749 28.581249}} 070000 4 <nil>
{{112.036874 28.581249} {112.110311 28.502499}} 070000 17 <nil>
{{112.110311 28.581249} {112.14703 28.541874}} 070000 9 <nil>
{{112.14703 28.581249} {112.183749 28.541874}} 070000 1 <nil>
{{112.110311 28.541874} {112.12867 28.522186}} 070000 2 <nil>
{{112.12867 28.541874} {112.14703 28.522186}} 070000 175 <nil>
{{112.110311 28.522186} {112.12867 28.502499}} 070000 32 <nil>
{{112.12867 28.522186} {112.14703 28.502499}} 070000 689 <nil>
{{112.14703 28.541874} {112.183749 28.502499}} 070000 130 <nil>
{{111.89 28.502499} {112.036874 28.345}} 070000 60 <nil>
{{112.036874 28.502499} {112.183749 28.345}} 070000 101 <nil>
{{112.183749 28.66} {112.330624 28.502499}} 070000 459 <nil>
{{112.330624 28.66} {112.367342 28.620624}} 070000 7 <nil>
{{112.367342 28.66} {112.404061 28.620624}} 070000 9 <nil>
{{112.330624 28.620624} {112.348983 28.600936}} 070000 116 <nil>
{{112.348983 28.620624} {112.367342 28.600936}} 070000 12 <nil>
{{112.330624 28.600936} {112.348983 28.581249}} 070000 621 <nil>
{{112.348983 28.600936} {112.367342 28.581249}} 070000 298 <nil>
{{112.367342 28.620624} {112.404061 28.581249}} 070000 131 <nil>
{{112.404061 28.66} {112.477499 28.581249}} 070000 51 <nil>
{{112.330624 28.581249} {112.348983 28.561561}} 070000 418 <nil>
{{112.348983 28.581249} {112.358162 28.571405}} 070000 230 <nil>
{{112.358162 28.581249} {112.367342 28.571405}} 070000 374 <nil>
{{112.348983 28.571405} {112.358162 28.561561}} 070000 147 <nil>
{{112.358162 28.571405} {112.367342 28.561561}} 070000 241 <nil>
{{112.330624 28.561561} {112.348983 28.541874}} 070000 172 <nil>
{{112.348983 28.561561} {112.367342 28.541874}} 070000 302 <nil>
{{112.367342 28.581249} {112.385701 28.561561}} 070000 688 <nil>
{{112.385701 28.581249} {112.404061 28.561561}} 070000 320 <nil>
{{112.367342 28.561561} {112.385701 28.541874}} 070000 34 <nil>
{{112.385701 28.561561} {112.404061 28.541874}} 070000 335 <nil>
{{112.330624 28.541874} {112.367342 28.502499}} 070000 45 <nil>
{{112.367342 28.541874} {112.404061 28.502499}} 070000 86 <nil>
{{112.404061 28.581249} {112.477499 28.502499}} 070000 114 <nil>
